,geometry,zone_id,origin_count,destination_count
184,"POLYGON ((7.644961862959956 45.08663836544015, 7.651323840119949 45.08663836544015, 7.651323840119949 45.08027638828016, 7.644961862959956 45.08027638828016, 7.644961862959956 45.08663836544015))",184,346.0,342.0
79,"POLYGON ((7.619513954319984 45.04210452532022, 7.625875931479977 45.04210452532022, 7.625875931479977 45.03574254816023, 7.619513954319984 45.03574254816023, 7.619513954319984 45.04210452532022))",79,368.0,369.0
277,"POLYGON ((7.664047794439935 45.02938057100024, 7.670409771599928 45.02938057100024, 7.670409771599928 45.02301859384025, 7.664047794439935 45.02301859384025, 7.664047794439935 45.02938057100024))",277,366.0,368.0
408,"POLYGON ((7.6958576802399 45.08663836544015, 7.702219657399893 45.08663836544015, 7.702219657399893 45.08027638828016, 7.6958576802399 45.08027638828016, 7.6958576802399 45.08663836544015))",408,371.0,374.0
294,"POLYGON ((7.670409771599928 45.09936231976013, 7.676771748759921 45.09936231976013, 7.676771748759921 45.09300034260014, 7.670409771599928 45.09300034260014, 7.670409771599928 45.09936231976013))",294,346.0,352.0
222,"POLYGON ((7.651323840119949 45.02301859384025, 7.657685817279942 45.02301859384025, 7.657685817279942 45.01665661668026, 7.651323840119949 45.01665661668026, 7.651323840119949 45.02301859384025))",222,325.0,324.0
105,"POLYGON ((7.625875931479977 45.0548284796402, 7.63223790863997 45.0548284796402, 7.63223790863997 45.04846650248021, 7.625875931479977 45.04846650248021, 7.625875931479977 45.0548284796402))",105,365.0,361.0
303,"POLYGON ((7.670409771599928 45.04210452532022, 7.676771748759921 45.04210452532022, 7.676771748759921 45.03574254816023, 7.670409771599928 45.03574254816023, 7.670409771599928 45.04210452532022))",303,331.0,335.0
208,"POLYGON ((7.651323840119949 45.11208627408011, 7.657685817279942 45.11208627408011, 7.657685817279942 45.10572429692012, 7.651323840119949 45.10572429692012, 7.651323840119949 45.11208627408011))",208,396.0,392.0
239,"POLYGON ((7.657685817279942 45.09300034260014, 7.664047794439935 45.09300034260014, 7.664047794439935 45.08663836544015, 7.657685817279942 45.08663836544015, 7.657685817279942 45.09300034260014))",239,331.0,333.0
74,"POLYGON ((7.619513954319984 45.07391441112017, 7.625875931479977 45.07391441112017, 7.625875931479977 45.06755243396018, 7.619513954319984 45.06755243396018, 7.619513954319984 45.07391441112017))",74,385.0,380.0
132,"POLYGON ((7.63223790863997 45.06119045680019, 7.638599885799963 45.06119045680019, 7.638599885799963 45.0548284796402, 7.63223790863997 45.0548284796402, 7.63223790863997 45.06119045680019))",132,357.0,357.0
250,"POLYGON ((7.657685817279942 45.02301859384025, 7.664047794439935 45.02301859384025, 7.664047794439935 45.01665661668026, 7.657685817279942 45.01665661668026, 7.657685817279942 45.02301859384025))",250,358.0,359.0
107,"POLYGON ((7.625875931479977 45.04210452532022, 7.63223790863997 45.04210452532022, 7.63223790863997 45.03574254816023, 7.625875931479977 45.03574254816023, 7.625875931479977 45.04210452532022))",107,343.0,341.0
164,"POLYGON ((7.638599885799963 45.03574254816023, 7.644961862959956 45.03574254816023, 7.644961862959956 45.02938057100024, 7.638599885799963 45.02938057100024, 7.638599885799963 45.03574254816023))",164,352.0,355.0
379,"POLYGON ((7.689495703079907 45.09300034260014, 7.6958576802399 45.09300034260014, 7.6958576802399 45.08663836544015, 7.689495703079907 45.08663836544015, 7.689495703079907 45.09300034260014))",379,305.0,305.0
274,"POLYGON ((7.664047794439935 45.04846650248021, 7.670409771599928 45.04846650248021, 7.670409771599928 45.04210452532022, 7.664047794439935 45.04210452532022, 7.664047794439935 45.04846650248021))",274,317.0,314.0
349,"POLYGON ((7.683133725919914 45.10572429692012, 7.689495703079907 45.10572429692012, 7.689495703079907 45.09936231976013, 7.683133725919914 45.09936231976013, 7.683133725919914 45.10572429692012))",349,337.0,338.0
267,"POLYGON ((7.664047794439935 45.09300034260014, 7.670409771599928 45.09300034260014, 7.670409771599928 45.08663836544015, 7.664047794439935 45.08663836544015, 7.664047794439935 45.09300034260014))",267,325.0,322.0
304,"POLYGON ((7.670409771599928 45.03574254816023, 7.676771748759921 45.03574254816023, 7.676771748759921 45.02938057100024, 7.670409771599928 45.02938057100024, 7.670409771599928 45.03574254816023))",304,279.0,279.0
237,"POLYGON ((7.657685817279942 45.10572429692012, 7.664047794439935 45.10572429692012, 7.664047794439935 45.09936231976013, 7.657685817279942 45.09936231976013, 7.657685817279942 45.10572429692012))",237,312.0,315.0
407,"POLYGON ((7.6958576802399 45.09300034260014, 7.702219657399893 45.09300034260014, 7.702219657399893 45.08663836544015, 7.6958576802399 45.08663836544015, 7.6958576802399 45.09300034260014))",407,255.0,256.0
463,"POLYGON ((7.708581634559886 45.09300034260014, 7.714943611719879 45.09300034260014, 7.714943611719879 45.08663836544015, 7.708581634559886 45.08663836544015, 7.708581634559886 45.09300034260014))",463,282.0,280.0
152,"POLYGON ((7.638599885799963 45.11208627408011, 7.644961862959956 45.11208627408011, 7.644961862959956 45.10572429692012, 7.638599885799963 45.10572429692012, 7.638599885799963 45.11208627408011))",152,342.0,343.0
321,"POLYGON ((7.676771748759921 45.10572429692012, 7.683133725919914 45.10572429692012, 7.683133725919914 45.09936231976013, 7.676771748759921 45.09936231976013, 7.676771748759921 45.10572429692012))",321,294.0,296.0
266,"POLYGON ((7.664047794439935 45.09936231976013, 7.670409771599928 45.09936231976013, 7.670409771599928 45.09300034260014, 7.664047794439935 45.09300034260014, 7.664047794439935 45.09936231976013))",266,293.0,288.0
128,"POLYGON ((7.63223790863997 45.08663836544015, 7.638599885799963 45.08663836544015, 7.638599885799963 45.08027638828016, 7.63223790863997 45.08027638828016, 7.63223790863997 45.08663836544015))",128,278.0,279.0
54,"POLYGON ((7.613151977159991 45.02301859384025, 7.619513954319984 45.02301859384025, 7.619513954319984 45.01665661668026, 7.613151977159991 45.01665661668026, 7.613151977159991 45.02301859384025))",54,323.0,318.0
75,"POLYGON ((7.619513954319984 45.06755243396018, 7.625875931479977 45.06755243396018, 7.625875931479977 45.06119045680019, 7.619513954319984 45.06119045680019, 7.619513954319984 45.06755243396018))",75,256.0,257.0
210,"POLYGON ((7.651323840119949 45.09936231976013, 7.657685817279942 45.09936231976013, 7.657685817279942 45.09300034260014, 7.651323840119949 45.09300034260014, 7.651323840119949 45.09936231976013))",210,284.0,283.0
100,"POLYGON ((7.625875931479977 45.08663836544015, 7.63223790863997 45.08663836544015, 7.63223790863997 45.08027638828016, 7.625875931479977 45.08027638828016, 7.625875931479977 45.08663836544015))",100,275.0,279.0
137,"POLYGON ((7.63223790863997 45.02938057100024, 7.638599885799963 45.02938057100024, 7.638599885799963 45.02301859384025, 7.63223790863997 45.02301859384025, 7.63223790863997 45.02938057100024))",137,258.0,259.0
378,"POLYGON ((7.689495703079907 45.09936231976013, 7.6958576802399 45.09936231976013, 7.6958576802399 45.09300034260014, 7.689495703079907 45.09300034260014, 7.689495703079907 45.09936231976013))",378,263.0,256.0
138,"POLYGON ((7.63223790863997 45.02301859384025, 7.638599885799963 45.02301859384025, 7.638599885799963 45.01665661668026, 7.63223790863997 45.01665661668026, 7.63223790863997 45.02301859384025))",138,314.0,311.0
238,"POLYGON ((7.657685817279942 45.09936231976013, 7.664047794439935 45.09936231976013, 7.664047794439935 45.09300034260014, 7.657685817279942 45.09300034260014, 7.657685817279942 45.09936231976013))",238,237.0,235.0
181,"POLYGON ((7.644961862959956 45.10572429692012, 7.651323840119949 45.10572429692012, 7.651323840119949 45.09936231976013, 7.644961862959956 45.09936231976013, 7.644961862959956 45.10572429692012))",181,319.0,316.0
194,"POLYGON ((7.644961862959956 45.02301859384025, 7.651323840119949 45.02301859384025, 7.651323840119949 45.01665661668026, 7.644961862959956 45.01665661668026, 7.644961862959956 45.02301859384025))",194,247.0,244.0
406,"POLYGON ((7.6958576802399 45.09936231976013, 7.702219657399893 45.09936231976013, 7.702219657399893 45.09300034260014, 7.6958576802399 45.09300034260014, 7.6958576802399 45.09936231976013))",406,214.0,216.0
156,"POLYGON ((7.638599885799963 45.08663836544015, 7.644961862959956 45.08663836544015, 7.644961862959956 45.08027638828016, 7.638599885799963 45.08027638828016, 7.638599885799963 45.08663836544015))",156,228.0,229.0
45,"POLYGON ((7.613151977159991 45.08027638828016, 7.619513954319984 45.08027638828016, 7.619513954319984 45.07391441112017, 7.613151977159991 45.07391441112017, 7.613151977159991 45.08027638828016))",45,246.0,250.0
435,"POLYGON ((7.702219657399893 45.09300034260014, 7.708581634559886 45.09300034260014, 7.708581634559886 45.08663836544015, 7.702219657399893 45.08663836544015, 7.702219657399893 45.09300034260014))",435,217.0,216.0
83,"POLYGON ((7.619513954319984 45.01665661668026, 7.625875931479977 45.01665661668026, 7.625875931479977 45.01029463952027, 7.619513954319984 45.01029463952027, 7.619513954319984 45.01665661668026))",83,251.0,251.0
332,"POLYGON ((7.676771748759921 45.03574254816023, 7.683133725919914 45.03574254816023, 7.683133725919914 45.02938057100024, 7.676771748759921 45.02938057100024, 7.676771748759921 45.03574254816023))",332,236.0,239.0
385,"POLYGON ((7.689495703079907 45.0548284796402, 7.6958576802399 45.0548284796402, 7.6958576802399 45.04846650248021, 7.689495703079907 45.04846650248021, 7.689495703079907 45.0548284796402))",385,247.0,242.0
247,"POLYGON ((7.657685817279942 45.04210452532022, 7.664047794439935 45.04210452532022, 7.664047794439935 45.03574254816023, 7.657685817279942 45.03574254816023, 7.657685817279942 45.04210452532022))",247,208.0,208.0
104,"POLYGON ((7.625875931479977 45.06119045680019, 7.63223790863997 45.06119045680019, 7.63223790863997 45.0548284796402, 7.625875931479977 45.0548284796402, 7.625875931479977 45.06119045680019))",104,227.0,224.0
433,"POLYGON ((7.702219657399893 45.10572429692012, 7.708581634559886 45.10572429692012, 7.708581634559886 45.09936231976013, 7.702219657399893 45.09936231976013, 7.702219657399893 45.10572429692012))",433,244.0,242.0
357,"POLYGON ((7.683133725919914 45.0548284796402, 7.689495703079907 45.0548284796402, 7.689495703079907 45.04846650248021, 7.683133725919914 45.04846650248021, 7.683133725919914 45.0548284796402))",357,215.0,216.0
275,"POLYGON ((7.664047794439935 45.04210452532022, 7.670409771599928 45.04210452532022, 7.670409771599928 45.03574254816023, 7.664047794439935 45.03574254816023, 7.664047794439935 45.04210452532022))",275,172.0,174.0
465,"POLYGON ((7.708581634559886 45.08027638828016, 7.714943611719879 45.08027638828016, 7.714943611719879 45.07391441112017, 7.708581634559886 45.07391441112017, 7.708581634559886 45.08027638828016))",465,192.0,198.0
17,"POLYGON ((7.606789999999998 45.08027638828016, 7.613151977159991 45.08027638828016, 7.613151977159991 45.07391441112017, 7.606789999999998 45.07391441112017, 7.606789999999998 45.08027638828016))",17,204.0,202.0
495,"POLYGON ((7.714943611719879 45.06755243396018, 7.721305588879872 45.06755243396018, 7.721305588879872 45.06119045680019, 7.714943611719879 45.06119045680019, 7.714943611719879 45.06755243396018))",495,233.0,231.0
125,"POLYGON ((7.63223790863997 45.10572429692012, 7.638599885799963 45.10572429692012, 7.638599885799963 45.09936231976013, 7.63223790863997 45.09936231976013, 7.63223790863997 45.10572429692012))",125,207.0,209.0
412,"POLYGON ((7.6958576802399 45.06119045680019, 7.702219657399893 45.06119045680019, 7.702219657399893 45.0548284796402, 7.6958576802399 45.0548284796402, 7.6958576802399 45.06119045680019))",412,195.0,192.0
153,"POLYGON ((7.638599885799963 45.10572429692012, 7.644961862959956 45.10572429692012, 7.644961862959956 45.09936231976013, 7.638599885799963 45.09936231976013, 7.638599885799963 45.10572429692012))",153,204.0,202.0
166,"POLYGON ((7.638599885799963 45.02301859384025, 7.644961862959956 45.02301859384025, 7.644961862959956 45.01665661668026, 7.638599885799963 45.01665661668026, 7.638599885799963 45.02301859384025))",166,189.0,186.0
218,"POLYGON ((7.651323840119949 45.04846650248021, 7.657685817279942 45.04846650248021, 7.657685817279942 45.04210452532022, 7.651323840119949 45.04210452532022, 7.651323840119949 45.04846650248021))",218,179.0,182.0
223,"POLYGON ((7.651323840119949 45.01665661668026, 7.657685817279942 45.01665661668026, 7.657685817279942 45.01029463952027, 7.651323840119949 45.01029463952027, 7.651323840119949 45.01665661668026))",223,251.0,253.0
209,"POLYGON ((7.651323840119949 45.10572429692012, 7.657685817279942 45.10572429692012, 7.657685817279942 45.09936231976013, 7.651323840119949 45.09936231976013, 7.651323840119949 45.10572429692012))",209,258.0,256.0
44,"POLYGON ((7.613151977159991 45.08663836544015, 7.619513954319984 45.08663836544015, 7.619513954319984 45.08027638828016, 7.613151977159991 45.08027638828016, 7.613151977159991 45.08663836544015))",44,186.0,182.0
377,"POLYGON ((7.689495703079907 45.10572429692012, 7.6958576802399 45.10572429692012, 7.6958576802399 45.09936231976013, 7.689495703079907 45.09936231976013, 7.689495703079907 45.10572429692012))",377,171.0,173.0
358,"POLYGON ((7.683133725919914 45.04846650248021, 7.689495703079907 45.04846650248021, 7.689495703079907 45.04210452532022, 7.683133725919914 45.04210452532022, 7.683133725919914 45.04846650248021))",358,144.0,140.0
440,"POLYGON ((7.702219657399893 45.06119045680019, 7.708581634559886 45.06119045680019, 7.708581634559886 45.0548284796402, 7.702219657399893 45.0548284796402, 7.702219657399893 45.06119045680019))",440,137.0,137.0
82,"POLYGON ((7.619513954319984 45.02301859384025, 7.625875931479977 45.02301859384025, 7.625875931479977 45.01665661668026, 7.619513954319984 45.01665661668026, 7.619513954319984 45.02301859384025))",82,213.0,216.0
493,"POLYGON ((7.714943611719879 45.08027638828016, 7.721305588879872 45.08027638828016, 7.721305588879872 45.07391441112017, 7.714943611719879 45.07391441112017, 7.714943611719879 45.08027638828016))",493,155.0,153.0
193,"POLYGON ((7.644961862959956 45.02938057100024, 7.651323840119949 45.02938057100024, 7.651323840119949 45.02301859384025, 7.644961862959956 45.02301859384025, 7.644961862959956 45.02938057100024))",193,136.0,134.0
72,"POLYGON ((7.619513954319984 45.08663836544015, 7.625875931479977 45.08663836544015, 7.625875931479977 45.08027638828016, 7.619513954319984 45.08027638828016, 7.619513954319984 45.08663836544015))",72,147.0,146.0
490,"POLYGON ((7.714943611719879 45.09936231976013, 7.721305588879872 45.09936231976013, 7.721305588879872 45.09300034260014, 7.714943611719879 45.09300034260014, 7.714943611719879 45.09936231976013))",490,142.0,143.0
47,"POLYGON ((7.613151977159991 45.06755243396018, 7.619513954319984 45.06755243396018, 7.619513954319984 45.06119045680019, 7.613151977159991 45.06119045680019, 7.613151977159991 45.06755243396018))",47,133.0,132.0
523,"POLYGON ((7.721305588879872 45.06755243396018, 7.727667566039865 45.06755243396018, 7.727667566039865 45.06119045680019, 7.721305588879872 45.06119045680019, 7.721305588879872 45.06755243396018))",523,135.0,135.0
236,"POLYGON ((7.657685817279942 45.11208627408011, 7.664047794439935 45.11208627408011, 7.664047794439935 45.10572429692012, 7.657685817279942 45.10572429692012, 7.657685817279942 45.11208627408011))",236,148.0,149.0
195,"POLYGON ((7.644961862959956 45.01665661668026, 7.651323840119949 45.01665661668026, 7.651323840119949 45.01029463952027, 7.644961862959956 45.01029463952027, 7.644961862959956 45.01665661668026))",195,165.0,160.0
462,"POLYGON ((7.708581634559886 45.09936231976013, 7.714943611719879 45.09936231976013, 7.714943611719879 45.09300034260014, 7.708581634559886 45.09300034260014, 7.708581634559886 45.09936231976013))",462,146.0,144.0
434,"POLYGON ((7.702219657399893 45.09936231976013, 7.708581634559886 45.09936231976013, 7.708581634559886 45.09300034260014, 7.702219657399893 45.09300034260014, 7.702219657399893 45.09936231976013))",434,145.0,141.0
350,"POLYGON ((7.683133725919914 45.09936231976013, 7.689495703079907 45.09936231976013, 7.689495703079907 45.09300034260014, 7.683133725919914 45.09300034260014, 7.683133725919914 45.09936231976013))",350,126.0,128.0
111,"POLYGON ((7.625875931479977 45.01665661668026, 7.63223790863997 45.01665661668026, 7.63223790863997 45.01029463952027, 7.625875931479977 45.01029463952027, 7.625875931479977 45.01665661668026))",111,132.0,133.0
108,"POLYGON ((7.625875931479977 45.03574254816023, 7.63223790863997 45.03574254816023, 7.63223790863997 45.02938057100024, 7.625875931479977 45.02938057100024, 7.625875931479977 45.03574254816023))",108,113.0,112.0
136,"POLYGON ((7.63223790863997 45.03574254816023, 7.638599885799963 45.03574254816023, 7.638599885799963 45.02938057100024, 7.63223790863997 45.02938057100024, 7.63223790863997 45.03574254816023))",136,104.0,103.0
78,"POLYGON ((7.619513954319984 45.04846650248021, 7.625875931479977 45.04846650248021, 7.625875931479977 45.04210452532022, 7.619513954319984 45.04210452532022, 7.619513954319984 45.04846650248021))",78,116.0,116.0
437,"POLYGON ((7.702219657399893 45.08027638828016, 7.708581634559886 45.08027638828016, 7.708581634559886 45.07391441112017, 7.702219657399893 45.07391441112017, 7.702219657399893 45.08027638828016))",437,77.0,78.0
110,"POLYGON ((7.625875931479977 45.02301859384025, 7.63223790863997 45.02301859384025, 7.63223790863997 45.01665661668026, 7.625875931479977 45.01665661668026, 7.625875931479977 45.02301859384025))",110,99.0,99.0
139,"POLYGON ((7.63223790863997 45.01665661668026, 7.638599885799963 45.01665661668026, 7.638599885799963 45.01029463952027, 7.63223790863997 45.01029463952027, 7.63223790863997 45.01665661668026))",139,134.0,134.0
26,"POLYGON ((7.606789999999998 45.02301859384025, 7.613151977159991 45.02301859384025, 7.613151977159991 45.01665661668026, 7.606789999999998 45.01665661668026, 7.606789999999998 45.02301859384025))",26,80.0,77.0
51,"POLYGON ((7.613151977159991 45.04210452532022, 7.619513954319984 45.04210452532022, 7.619513954319984 45.03574254816023, 7.613151977159991 45.03574254816023, 7.613151977159991 45.04210452532022))",51,89.0,89.0
55,"POLYGON ((7.613151977159991 45.01665661668026, 7.619513954319984 45.01665661668026, 7.619513954319984 45.01029463952027, 7.613151977159991 45.01029463952027, 7.613151977159991 45.01665661668026))",55,75.0,72.0
491,"POLYGON ((7.714943611719879 45.09300034260014, 7.721305588879872 45.09300034260014, 7.721305588879872 45.08663836544015, 7.714943611719879 45.08663836544015, 7.714943611719879 45.09300034260014))",491,54.0,56.0
404,"POLYGON ((7.6958576802399 45.11208627408011, 7.702219657399893 45.11208627408011, 7.702219657399893 45.10572429692012, 7.6958576802399 45.10572429692012, 7.6958576802399 45.11208627408011))",404,60.0,62.0
251,"POLYGON ((7.657685817279942 45.01665661668026, 7.664047794439935 45.01665661668026, 7.664047794439935 45.01029463952027, 7.657685817279942 45.01029463952027, 7.657685817279942 45.01665661668026))",251,45.0,44.0
249,"POLYGON ((7.657685817279942 45.02938057100024, 7.664047794439935 45.02938057100024, 7.664047794439935 45.02301859384025, 7.657685817279942 45.02301859384025, 7.657685817279942 45.02938057100024))",249,50.0,51.0
359,"POLYGON ((7.683133725919914 45.04210452532022, 7.689495703079907 45.04210452532022, 7.689495703079907 45.03574254816023, 7.683133725919914 45.03574254816023, 7.683133725919914 45.04210452532022))",359,26.0,27.0
182,"POLYGON ((7.644961862959956 45.09936231976013, 7.651323840119949 45.09936231976013, 7.651323840119949 45.09300034260014, 7.644961862959956 45.09300034260014, 7.644961862959956 45.09936231976013))",182,37.0,38.0
333,"POLYGON ((7.676771748759921 45.02938057100024, 7.683133725919914 45.02938057100024, 7.683133725919914 45.02301859384025, 7.676771748759921 45.02301859384025, 7.676771748759921 45.02938057100024))",333,26.0,26.0
124,"POLYGON ((7.63223790863997 45.11208627408011, 7.638599885799963 45.11208627408011, 7.638599885799963 45.10572429692012, 7.63223790863997 45.10572429692012, 7.63223790863997 45.11208627408011))",124,18.0,18.0
80,"POLYGON ((7.619513954319984 45.03574254816023, 7.625875931479977 45.03574254816023, 7.625875931479977 45.02938057100024, 7.619513954319984 45.02938057100024, 7.619513954319984 45.03574254816023))",80,19.0,19.0
436,"POLYGON ((7.702219657399893 45.08663836544015, 7.708581634559886 45.08663836544015, 7.708581634559886 45.08027638828016, 7.702219657399893 45.08027638828016, 7.702219657399893 45.08663836544015))",436,15.0,15.0
27,"POLYGON ((7.606789999999998 45.01665661668026, 7.613151977159991 45.01665661668026, 7.613151977159991 45.01029463952027, 7.606789999999998 45.01029463952027, 7.606789999999998 45.01665661668026))",27,17.0,17.0
305,"POLYGON ((7.670409771599928 45.02938057100024, 7.676771748759921 45.02938057100024, 7.676771748759921 45.02301859384025, 7.670409771599928 45.02301859384025, 7.670409771599928 45.02938057100024))",305,6.0,6.0
461,"POLYGON ((7.708581634559886 45.10572429692012, 7.714943611719879 45.10572429692012, 7.714943611719879 45.09936231976013, 7.708581634559886 45.09936231976013, 7.708581634559886 45.10572429692012))",461,8.0,8.0
248,"POLYGON ((7.657685817279942 45.03574254816023, 7.664047794439935 45.03574254816023, 7.664047794439935 45.02938057100024, 7.657685817279942 45.02938057100024, 7.657685817279942 45.03574254816023))",248,3.0,3.0
279,"POLYGON ((7.664047794439935 45.01665661668026, 7.670409771599928 45.01665661668026, 7.670409771599928 45.01029463952027, 7.664047794439935 45.01029463952027, 7.664047794439935 45.01665661668026))",279,4.0,4.0
459,"POLYGON ((7.708581634559886 45.1184482512401, 7.714943611719879 45.1184482512401, 7.714943611719879 45.11208627408011, 7.708581634559886 45.11208627408011, 7.708581634559886 45.1184482512401))",459,1.0,1.0
